"trt.name","mu","k","temporal.block","day.1","day.2","day.3","day.4","day.5","day.6","day.7","day.8","day.9","day.10","day.11","day.12","day.13","day.14","day.15","day.16","day.17","day.18","day.19","day.20","day.21","day.22","day.23","day.24","day.25","day.26","day.27","day.28","day.29","day.30","day.31","day.32","day.33","day.34","day.35","day.36","day.37","day.38","day.39","day.40","day.41","day.42","day.43","day.44","day.45","day.46","day.47","day.48","day.49","day.50","day.51","day.52","day.53","day.54","day.55","day.56","day.57","day.58","day.59","day.60","day.61","day.62","day.63","day.64","day.65","day.66","day.67","day.68"
"mu0.1k1",0.43,0.05,"c",NA,NA,"0","sample","11.59","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4.93","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects"
"mu0.2k1",0.86,0.05,"b",NA,"0","sample","22.67","0","0","1","0","0","0","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","14.59","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects",NA
"mu0.4k1",1.72,0.05,"b",NA,"0","sample","44.69","0","0","1","0","0","0","2","0","0","0","3","0","0","5","0","0","0","0","1","0","0","0","4","0","0","0","0","19.67","0","0","0","0","0","0","0","0","0","0","0","17.23","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects",NA
"mu0.6k1",2.58,0.05,"c",NA,NA,"0","sample","66.83","0","0","2","0","0","0","3","0","0","0","4","0","0","17.21","0","0","0","0","1","0","0","0","5","0","0","0","0","29.38","0","0","0","0","0","0","0","0","0","0","0","17.64","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects"
"mu0.8k1",3.45,0.05,"c",NA,NA,"0","sample","88.96","0","0","3","0","0","0","4","0","0","0","5","0","0","15.2","0","0","0","0","2","0","0","0","13.79","0","0","0","0","39.11","0","0","0","0","0","0","0","0","0","0","0","23.49","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects"
"mu1k1",4.31,0.05,"b",NA,"0","sample","110.98","0","0","4","0","0","0","5","0","0","0","9.08","0","0","18.99","0","0","0","0","3","0","0","1","12.71","0","0","0","0","48.8","0","0","0","0","0","0","0","0","0","0","0","29.32","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects",NA
"mu1.5k1",6.46,0.05,"a","0","sample","166.31","0","0","5","0","0","0","10.09","0","0","0","12.96","0","0","28.43","0","0","0","0","4","0","0","1","19.05","0","0","0","0","73.09","0","0","0","0","0","0","0","0","0","0","0","43.91","1","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0.74","0","sample",NA,"insects",NA,NA
"mu2k1",8.62,0.05,"a","0","sample","221.53","0","0","8.36","0","0","0","11.85","0","0","0","17.27","0","0","37.88","0","0","0","0","5","0","0","1","25.37","0","0","0","0","97.36","0","0","0","0","0","0","0","0","0","0","0","58.5","2","0","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","1","0","sample",NA,"insects",NA,NA
"mu2.5k1",10.77,0.05,"c",NA,NA,"0","sample","276.74","0","0","10.22","0","0","0","14.82","0","0","0","21.59","0","0","47.34","0","0","0","0","5","0","0","2","31.69","0","0","0","0","121.64","0","0","0","0","0","0","0","0","0","0","0","73.08","3","0","0","0","0","4","0","4.56","0","0","0","0","0","0","0","0","0","1","1","0","sample",NA,"insects"
"mu3k1",12.92,0.05,"a","0","sample","331.96","0","0","12.23","0","0","0","17.78","0","0","0","25.9","0","0","56.78","0","0","0","0","8.96","0","0","2","38.03","0","0","0","0","145.91","0","0","0","0","0","0","0","0","0","0","0","87.67","3","0","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0","1","1","0","sample",NA,"insects",NA,NA
"mu0.1k2",0.43,0.11,"a","0","sample","8.96","0","0","1","0","0","0","1","0","0","0","1.79","0","0","2","0","0","0","0","1","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects",NA,NA
"mu0.2k2",0.86,0.11,"b",NA,"0","sample","17.07","0","0","2","0","0","0","2","0","0","0","3","0","0","5","0","0","0","0","1","0","0","1","4","0","0","0","0","7.48","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","sample",NA,"insects",NA
"mu0.4k2",1.72,0.11,"a","0","sample","33.25","0","0","3","0","0","0","4","0","0","0","5","0","0","7","0","0","0","0","3","0","0","1","6","0","0","0","0","17.13","0","0","0","0","0","0","0","0","0","0","0","15.7","1.03","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","1","1","0","sample",NA,"insects",NA,NA
"mu0.6k2",2.58,0.11,"b",NA,"0","sample","49.44","0","0","5","0","0","0","6","0","0","0","7","0","0","17.33","0","0","0","0","4","0","0","2","8","0","0","0","0","25.48","0","0","0","0","0","0","0","0","0","0","0","17.74","2","0","0","0","0","3","0","3","0","0","0","0","0","0","0.72","1","1","1","1","0","sample",NA,"insects",NA
"mu0.8k2",3.45,0.11,"c",NA,NA,"0","sample","65.62","0","0","7","0","0","0","8","0","0","0","8.13","0","0","17.6","0","0","0","0","6","0","0","3","13.56","0","0","0","0","33.84","0","0","0","0","0","0","0","0","0","0","0","23.55","3","0","0","0","0","4","0","5","0","0","0","0","0","1","1","1","1","2","2","0","sample",NA,"insects"
"mu1k2",4.31,0.11,"a","0","sample","81.79","0","0","8","0","0","0","9","0","0","0","12.67","0","0","21.94","0","0","0","0","7","0","0","3","16.94","0","0","0","0","42.18","0","0","0","0","0","0","0","0","0","0","0","29.37","4","0","0","0","0","5","0","6","0","0","0","0","1","1","1","1","2","2","3","0","sample",NA,"insects",NA,NA
"mu1.5k2",6.46,0.11,"b",NA,"0","sample","122.23","0","0","9","0","0","0","19.96","0","0","0","25.35","0","0","32.8","0","0","0","0","8","0","0","4","26.56","0","0","0","0","63.04","0","0","0","0","0","0","0","0","0","0","0","43.92","5","0","0","0","0","6","0","7","0","0","0","1","1","1","1","2","2","3","3","0","sample",NA,"insects",NA
"mu2k2",8.62,0.11,"b",NA,"0","sample","162.66","0","0","17.05","0","0","0","21.19","0","0","0","26.59","0","0","43.67","0","0","0","0","15.57","0","0","6","33.74","0","0","0","0","83.89","0","0","0","0","0","0","0","0","0","0","0","58.45","7","0","0","0","0","8","0","9","0","1","1","1","1","2","2","3","3","4","5","0","sample",NA,"insects",NA
"mu2.5k2",10.77,0.11,"a","0","sample","203.1","0","0","21.28","0","0","0","26.48","0","0","0","33.22","0","0","54.53","0","0","0","0","19.08","0","0","7","42.13","0","0","0","0","104.75","0","0","0","0","0","0","0","0","0","0","0","72.99","8","0","0","0","0","9","0","17.22","0","1","1","1","1","2","2","3","4","5","6","0","sample",NA,"insects",NA,NA
"mu3k2",12.92,0.11,"a","0","sample","243.53","0","0","25.52","0","0","0","31.77","0","0","0","39.83","0","0","65.39","0","0","0","0","20.65","0","0","8","50.54","0","0","0","0","125.61","0","0","0","0","0","0","0","0","0","0","0","87.53","9","0","0","0","0","16.68","0","16.69","1","1","1","1","2","2","3","4","5","6","7","0","sample",NA,"insects",NA,NA
